temperature,year,statistics,country,iso3
25.5,2020,AprAverage,Bahamas,BHS
26.1,2020,MayAverage,Bahamas,BHS
28.3,2020,JunAverage,Bahamas,BHS
29.0,2020,JulAverage,Bahamas,BHS
29.2,2020,AugAverage,Bahamas,BHS
28.5,2020,SepAverage,Bahamas,BHS
27.6,2020,OctAverage,Bahamas,BHS
25.6,2020,NovAverage,Bahamas,BHS
21.0,2020,DecAverage,Bahamas,BHS
16.7,1991,JanAverage,Bahrain,BHR
17.8,1991,FebAverage,Bahrain,BHR
21.2,1991,MarAverage,Bahrain,BHR
28.1,1991,AprAverage,Bahrain,BHR
31.4,1991,MayAverage,Bahrain,BHR
34.5,1991,JunAverage,Bahrain,BHR
36.5,1991,JulAverage,Bahrain,BHR
35.7,1991,AugAverage,Bahrain,BHR
33.2,1991,SepAverage,Bahrain,BHR
28.9,1991,OctAverage,Bahrain,BHR
23.2,1991,NovAverage,Bahrain,BHR
19.3,1991,DecAverage,Bahrain,BHR
13.8,1992,JanAverage,Bahrain,BHR
16.1,1992,FebAverage,Bahrain,BHR
18.6,1992,MarAverage,Bahrain,BHR
25.9,1992,AprAverage,Bahrain,BHR
31.9,1992,MayAverage,Bahrain,BHR
35.8,1992,JunAverage,Bahrain,BHR
36.4,1992,JulAverage,Bahrain,BHR
36.4,1992,AugAverage,Bahrain,BHR
33.5,1992,SepAverage,Bahrain,BHR
28.1,1992,OctAverage,Bahrain,BHR
23.3,1992,NovAverage,Bahrain,BHR
17.6,1992,DecAverage,Bahrain,BHR
14.7,1993,JanAverage,Bahrain,BHR
17.5,1993,FebAverage,Bahrain,BHR
21.8,1993,MarAverage,Bahrain,BHR
26.5,1993,AprAverage,Bahrain,BHR
32.4,1993,MayAverage,Bahrain,BHR
35.1,1993,JunAverage,Bahrain,BHR
37.2,1993,JulAverage,Bahrain,BHR
36.9,1993,AugAverage,Bahrain,BHR
33.8,1993,SepAverage,Bahrain,BHR
29.7,1993,OctAverage,Bahrain,BHR
23.4,1993,NovAverage,Bahrain,BHR
19.0,1993,DecAverage,Bahrain,BHR
18.0,1994,JanAverage,Bahrain,BHR
18.3,1994,FebAverage,Bahrain,BHR
21.9,1994,MarAverage,Bahrain,BHR
28.5,1994,AprAverage,Bahrain,BHR
33.1,1994,MayAverage,Bahrain,BHR
35.8,1994,JunAverage,Bahrain,BHR
37.3,1994,JulAverage,Bahrain,BHR
36.3,1994,AugAverage,Bahrain,BHR
33.8,1994,SepAverage,Bahrain,BHR
29.6,1994,OctAverage,Bahrain,BHR
24.7,1994,NovAverage,Bahrain,BHR
16.6,1994,DecAverage,Bahrain,BHR
16.9,1995,JanAverage,Bahrain,BHR
18.7,1995,FebAverage,Bahrain,BHR
21.4,1995,MarAverage,Bahrain,BHR
26.6,1995,AprAverage,Bahrain,BHR
32.8,1995,MayAverage,Bahrain,BHR
35.7,1995,JunAverage,Bahrain,BHR
36.9,1995,JulAverage,Bahrain,BHR
36.8,1995,AugAverage,Bahrain,BHR
33.5,1995,SepAverage,Bahrain,BHR
28.9,1995,OctAverage,Bahrain,BHR
23.0,1995,NovAverage,Bahrain,BHR
17.2,1995,DecAverage,Bahrain,BHR
16.3,1996,JanAverage,Bahrain,BHR
19.4,1996,FebAverage,Bahrain,BHR
21.9,1996,MarAverage,Bahrain,BHR
27.1,1996,AprAverage,Bahrain,BHR
33.7,1996,MayAverage,Bahrain,BHR
35.6,1996,JunAverage,Bahrain,BHR
38.1,1996,JulAverage,Bahrain,BHR
37.2,1996,AugAverage,Bahrain,BHR
34.6,1996,SepAverage,Bahrain,BHR
28.8,1996,OctAverage,Bahrain,BHR
22.9,1996,NovAverage,Bahrain,BHR
19.4,1996,DecAverage,Bahrain,BHR
17.0,1997,JanAverage,Bahrain,BHR
17.1,1997,FebAverage,Bahrain,BHR
19.8,1997,MarAverage,Bahrain,BHR
25.8,1997,AprAverage,Bahrain,BHR
32.9,1997,MayAverage,Bahrain,BHR
36.1,1997,JunAverage,Bahrain,BHR
37.7,1997,JulAverage,Bahrain,BHR
36.5,1997,AugAverage,Bahrain,BHR
34.1,1997,SepAverage,Bahrain,BHR
30.1,1997,OctAverage,Bahrain,BHR
22.5,1997,NovAverage,Bahrain,BHR
18.1,1997,DecAverage,Bahrain,BHR
15.2,1998,JanAverage,Bahrain,BHR
18.7,1998,FebAverage,Bahrain,BHR
21.6,1998,MarAverage,Bahrain,BHR
28.0,1998,AprAverage,Bahrain,BHR
34.0,1998,MayAverage,Bahrain,BHR
37.4,1998,JunAverage,Bahrain,BHR
38.3,1998,JulAverage,Bahrain,BHR
38.5,1998,AugAverage,Bahrain,BHR
35.6,1998,SepAverage,Bahrain,BHR
29.8,1998,OctAverage,Bahrain,BHR
24.5,1998,NovAverage,Bahrain,BHR
20.8,1998,DecAverage,Bahrain,BHR
17.8,1999,JanAverage,Bahrain,BHR
20.3,1999,FebAverage,Bahrain,BHR
22.3,1999,MarAverage,Bahrain,BHR
29.3,1999,AprAverage,Bahrain,BHR
34.3,1999,MayAverage,Bahrain,BHR
37.3,1999,JunAverage,Bahrain,BHR
37.9,1999,JulAverage,Bahrain,BHR
37.8,1999,AugAverage,Bahrain,BHR
34.9,1999,SepAverage,Bahrain,BHR
30.6,1999,OctAverage,Bahrain,BHR
24.1,1999,NovAverage,Bahrain,BHR
18.5,1999,DecAverage,Bahrain,BHR
16.7,2000,JanAverage,Bahrain,BHR
18.0,2000,FebAverage,Bahrain,BHR
21.9,2000,MarAverage,Bahrain,BHR
30.1,2000,AprAverage,Bahrain,BHR
34.8,2000,MayAverage,Bahrain,BHR
36.0,2000,JunAverage,Bahrain,BHR
38.4,2000,JulAverage,Bahrain,BHR
38.0,2000,AugAverage,Bahrain,BHR
33.9,2000,SepAverage,Bahrain,BHR
29.5,2000,OctAverage,Bahrain,BHR
22.1,2000,NovAverage,Bahrain,BHR
18.4,2000,DecAverage,Bahrain,BHR
15.8,2001,JanAverage,Bahrain,BHR
18.2,2001,FebAverage,Bahrain,BHR
23.3,2001,MarAverage,Bahrain,BHR
28.7,2001,AprAverage,Bahrain,BHR
34.6,2001,MayAverage,Bahrain,BHR
35.9,2001,JunAverage,Bahrain,BHR
37.8,2001,JulAverage,Bahrain,BHR
37.4,2001,AugAverage,Bahrain,BHR
34.7,2001,SepAverage,Bahrain,BHR
30.1,2001,OctAverage,Bahrain,BHR
23.2,2001,NovAverage,Bahrain,BHR
21.3,2001,DecAverage,Bahrain,BHR
16.6,2002,JanAverage,Bahrain,BHR
18.7,2002,FebAverage,Bahrain,BHR
23.5,2002,MarAverage,Bahrain,BHR
27.5,2002,AprAverage,Bahrain,BHR
34.3,2002,MayAverage,Bahrain,BHR
35.9,2002,JunAverage,Bahrain,BHR
38.1,2002,JulAverage,Bahrain,BHR
37.3,2002,AugAverage,Bahrain,BHR
34.5,2002,SepAverage,Bahrain,BHR
30.5,2002,OctAverage,Bahrain,BHR
23.2,2002,NovAverage,Bahrain,BHR
18.7,2002,DecAverage,Bahrain,BHR
16.5,2003,JanAverage,Bahrain,BHR
19.6,2003,FebAverage,Bahrain,BHR
22.4,2003,MarAverage,Bahrain,BHR
28.4,2003,AprAverage,Bahrain,BHR
33.5,2003,MayAverage,Bahrain,BHR
36.6,2003,JunAverage,Bahrain,BHR
37.9,2003,JulAverage,Bahrain,BHR
37.3,2003,AugAverage,Bahrain,BHR
34.9,2003,SepAverage,Bahrain,BHR
30.4,2003,OctAverage,Bahrain,BHR
23.2,2003,NovAverage,Bahrain,BHR
18.9,2003,DecAverage,Bahrain,BHR
18.3,2004,JanAverage,Bahrain,BHR
19.5,2004,FebAverage,Bahrain,BHR
23.9,2004,MarAverage,Bahrain,BHR
27.2,2004,AprAverage,Bahrain,BHR
33.3,2004,MayAverage,Bahrain,BHR
35.7,2004,JunAverage,Bahrain,BHR
37.6,2004,JulAverage,Bahrain,BHR
37.2,2004,AugAverage,Bahrain,BHR
33.8,2004,SepAverage,Bahrain,BHR
30.0,2004,OctAverage,Bahrain,BHR
24.5,2004,NovAverage,Bahrain,BHR
17.0,2004,DecAverage,Bahrain,BHR
15.7,2005,JanAverage,Bahrain,BHR
17.8,2005,FebAverage,Bahrain,BHR
22.6,2005,MarAverage,Bahrain,BHR
28.0,2005,AprAverage,Bahrain,BHR
32.5,2005,MayAverage,Bahrain,BHR
36.1,2005,JunAverage,Bahrain,BHR
37.6,2005,JulAverage,Bahrain,BHR
37.5,2005,AugAverage,Bahrain,BHR
34.1,2005,SepAverage,Bahrain,BHR
29.4,2005,OctAverage,Bahrain,BHR
23.6,2005,NovAverage,Bahrain,BHR
20.0,2005,DecAverage,Bahrain,BHR
16.6,2006,JanAverage,Bahrain,BHR
19.9,2006,FebAverage,Bahrain,BHR
23.2,2006,MarAverage,Bahrain,BHR
28.1,2006,AprAverage,Bahrain,BHR
34.3,2006,MayAverage,Bahrain,BHR
36.8,2006,JunAverage,Bahrain,BHR
38.4,2006,JulAverage,Bahrain,BHR
37.4,2006,AugAverage,Bahrain,BHR
34.4,2006,SepAverage,Bahrain,BHR
30.8,2006,OctAverage,Bahrain,BHR
23.2,2006,NovAverage,Bahrain,BHR
15.3,2006,DecAverage,Bahrain,BHR
14.7,2007,JanAverage,Bahrain,BHR
18.9,2007,FebAverage,Bahrain,BHR
22.6,2007,MarAverage,Bahrain,BHR
28.7,2007,AprAverage,Bahrain,BHR
34.5,2007,MayAverage,Bahrain,BHR
36.7,2007,JunAverage,Bahrain,BHR
38.0,2007,JulAverage,Bahrain,BHR
37.6,2007,AugAverage,Bahrain,BHR
35.0,2007,SepAverage,Bahrain,BHR
30.2,2007,OctAverage,Bahrain,BHR
24.2,2007,NovAverage,Bahrain,BHR
18.6,2007,DecAverage,Bahrain,BHR
14.6,2008,JanAverage,Bahrain,BHR
17.7,2008,FebAverage,Bahrain,BHR
24.9,2008,MarAverage,Bahrain,BHR
28.8,2008,AprAverage,Bahrain,BHR
34.3,2008,MayAverage,Bahrain,BHR
36.6,2008,JunAverage,Bahrain,BHR
38.2,2008,JulAverage,Bahrain,BHR
37.4,2008,AugAverage,Bahrain,BHR
35.1,2008,SepAverage,Bahrain,BHR
30.0,2008,OctAverage,Bahrain,BHR
23.2,2008,NovAverage,Bahrain,BHR
17.5,2008,DecAverage,Bahrain,BHR
15.2,2009,JanAverage,Bahrain,BHR
20.3,2009,FebAverage,Bahrain,BHR
22.7,2009,MarAverage,Bahrain,BHR
27.3,2009,AprAverage,Bahrain,BHR
34.7,2009,MayAverage,Bahrain,BHR
36.8,2009,JunAverage,Bahrain,BHR
38.1,2009,JulAverage,Bahrain,BHR
37.6,2009,AugAverage,Bahrain,BHR
34.7,2009,SepAverage,Bahrain,BHR
30.0,2009,OctAverage,Bahrain,BHR
24.6,2009,NovAverage,Bahrain,BHR
18.8,2009,DecAverage,Bahrain,BHR
18.1,2010,JanAverage,Bahrain,BHR
20.8,2010,FebAverage,Bahrain,BHR
25.1,2010,MarAverage,Bahrain,BHR
28.8,2010,AprAverage,Bahrain,BHR
33.9,2010,MayAverage,Bahrain,BHR
36.8,2010,JunAverage,Bahrain,BHR
38.8,2010,JulAverage,Bahrain,BHR
37.5,2010,AugAverage,Bahrain,BHR
35.4,2010,SepAverage,Bahrain,BHR
31.0,2010,OctAverage,Bahrain,BHR
23.7,2010,NovAverage,Bahrain,BHR
19.2,2010,DecAverage,Bahrain,BHR
17.6,2011,JanAverage,Bahrain,BHR
19.0,2011,FebAverage,Bahrain,BHR
22.5,2011,MarAverage,Bahrain,BHR
27.8,2011,AprAverage,Bahrain,BHR
34.8,2011,MayAverage,Bahrain,BHR
37.1,2011,JunAverage,Bahrain,BHR
38.0,2011,JulAverage,Bahrain,BHR
37.7,2011,AugAverage,Bahrain,BHR
35.0,2011,SepAverage,Bahrain,BHR
29.7,2011,OctAverage,Bahrain,BHR
22.2,2011,NovAverage,Bahrain,BHR
16.9,2011,DecAverage,Bahrain,BHR
16.4,2012,JanAverage,Bahrain,BHR
18.1,2012,FebAverage,Bahrain,BHR
21.4,2012,MarAverage,Bahrain,BHR
27.9,2012,AprAverage,Bahrain,BHR
35.3,2012,MayAverage,Bahrain,BHR
36.5,2012,JunAverage,Bahrain,BHR
38.7,2012,JulAverage,Bahrain,BHR
38.0,2012,AugAverage,Bahrain,BHR
34.8,2012,SepAverage,Bahrain,BHR
30.6,2012,OctAverage,Bahrain,BHR
24.1,2012,NovAverage,Bahrain,BHR
19.1,2012,DecAverage,Bahrain,BHR
17.6,2013,JanAverage,Bahrain,BHR
20.1,2013,FebAverage,Bahrain,BHR
23.5,2013,MarAverage,Bahrain,BHR
27.4,2013,AprAverage,Bahrain,BHR
32.8,2013,MayAverage,Bahrain,BHR
36.4,2013,JunAverage,Bahrain,BHR
38.3,2013,JulAverage,Bahrain,BHR
37.1,2013,AugAverage,Bahrain,BHR
34.3,2013,SepAverage,Bahrain,BHR
29.2,2013,OctAverage,Bahrain,BHR
23.3,2013,NovAverage,Bahrain,BHR
17.3,2013,DecAverage,Bahrain,BHR
15.8,2014,JanAverage,Bahrain,BHR
17.5,2014,FebAverage,Bahrain,BHR
24.0,2014,MarAverage,Bahrain,BHR
29.3,2014,AprAverage,Bahrain,BHR
34.3,2014,MayAverage,Bahrain,BHR
36.9,2014,JunAverage,Bahrain,BHR
38.5,2014,JulAverage,Bahrain,BHR
37.9,2014,AugAverage,Bahrain,BHR
35.4,2014,SepAverage,Bahrain,BHR
30.5,2014,OctAverage,Bahrain,BHR
22.1,2014,NovAverage,Bahrain,BHR
18.9,2014,DecAverage,Bahrain,BHR
17.7,2015,JanAverage,Bahrain,BHR
20.0,2015,FebAverage,Bahrain,BHR
22.7,2015,MarAverage,Bahrain,BHR
29.4,2015,AprAverage,Bahrain,BHR
34.9,2015,MayAverage,Bahrain,BHR
37.6,2015,JunAverage,Bahrain,BHR
38.4,2015,JulAverage,Bahrain,BHR
38.3,2015,AugAverage,Bahrain,BHR
35.1,2015,SepAverage,Bahrain,BHR
31.3,2015,OctAverage,Bahrain,BHR
23.2,2015,NovAverage,Bahrain,BHR
17.7,2015,DecAverage,Bahrain,BHR
17.2,2016,JanAverage,Bahrain,BHR
19.8,2016,FebAverage,Bahrain,BHR
24.1,2016,MarAverage,Bahrain,BHR
28.1,2016,AprAverage,Bahrain,BHR
35.2,2016,MayAverage,Bahrain,BHR
37.1,2016,JunAverage,Bahrain,BHR
39.4,2016,JulAverage,Bahrain,BHR
38.0,2016,AugAverage,Bahrain,BHR
35.8,2016,SepAverage,Bahrain,BHR
30.0,2016,OctAverage,Bahrain,BHR
23.2,2016,NovAverage,Bahrain,BHR
19.9,2016,DecAverage,Bahrain,BHR
17.4,2017,JanAverage,Bahrain,BHR
16.8,2017,FebAverage,Bahrain,BHR
22.9,2017,MarAverage,Bahrain,BHR
30.0,2017,AprAverage,Bahrain,BHR
35.1,2017,MayAverage,Bahrain,BHR
37.9,2017,JunAverage,Bahrain,BHR
39.1,2017,JulAverage,Bahrain,BHR
37.9,2017,AugAverage,Bahrain,BHR
35.3,2017,SepAverage,Bahrain,BHR
31.0,2017,OctAverage,Bahrain,BHR
24.1,2017,NovAverage,Bahrain,BHR
18.9,2017,DecAverage,Bahrain,BHR
17.2,2018,JanAverage,Bahrain,BHR
20.7,2018,FebAverage,Bahrain,BHR
26.1,2018,MarAverage,Bahrain,BHR
28.1,2018,AprAverage,Bahrain,BHR
33.6,2018,MayAverage,Bahrain,BHR
38.3,2018,JunAverage,Bahrain,BHR
39.3,2018,JulAverage,Bahrain,BHR
38.6,2018,AugAverage,Bahrain,BHR
36.3,2018,SepAverage,Bahrain,BHR
30.6,2018,OctAverage,Bahrain,BHR
23.3,2018,NovAverage,Bahrain,BHR
19.6,2018,DecAverage,Bahrain,BHR
18.2,2019,JanAverage,Bahrain,BHR
18.9,2019,FebAverage,Bahrain,BHR
21.4,2019,MarAverage,Bahrain,BHR
26.9,2019,AprAverage,Bahrain,BHR
34.1,2019,MayAverage,Bahrain,BHR
38.3,2019,JunAverage,Bahrain,BHR
39.6,2019,JulAverage,Bahrain,BHR
38.3,2019,AugAverage,Bahrain,BHR
36.6,2019,SepAverage,Bahrain,BHR
31.9,2019,OctAverage,Bahrain,BHR
22.8,2019,NovAverage,Bahrain,BHR
20.0,2019,DecAverage,Bahrain,BHR
16.7,2020,JanAverage,Bahrain,BHR
19.9,2020,FebAverage,Bahrain,BHR
22.6,2020,MarAverage,Bahrain,BHR
27.9,2020,AprAverage,Bahrain,BHR
34.2,2020,MayAverage,Bahrain,BHR
38.0,2020,JunAverage,Bahrain,BHR
39.4,2020,JulAverage,Bahrain,BHR
38.7,2020,AugAverage,Bahrain,BHR
35.4,2020,SepAverage,Bahrain,BHR
29.0,2020,OctAverage,Bahrain,BHR
24.5,2020,NovAverage,Bahrain,BHR
18.7,2020,DecAverage,Bahrain,BHR
17.6,1991,JanAverage,Bangladesh,BGD
21.9,1991,FebAverage,Bangladesh,BGD
26.0,1991,MarAverage,Bangladesh,BGD
27.5,1991,AprAverage,Bangladesh,BGD
27.8,1991,MayAverage,Bangladesh,BGD
27.8,1991,JunAverage,Bangladesh,BGD
28.3,1991,JulAverage,Bangladesh,BGD
28.3,1991,AugAverage,Bangladesh,BGD
27.6,1991,SepAverage,Bangladesh,BGD
26.8,1991,OctAverage,Bangladesh,BGD
22.7,1991,NovAverage,Bangladesh,BGD
18.7,1991,DecAverage,Bangladesh,BGD
17.5,1992,JanAverage,Bangladesh,BGD
19.5,1992,FebAverage,Bangladesh,BGD
25.4,1992,MarAverage,Bangladesh,BGD
28.5,1992,AprAverage,Bangladesh,BGD
27.5,1992,MayAverage,Bangladesh,BGD
28.5,1992,JunAverage,Bangladesh,BGD
27.8,1992,JulAverage,Bangladesh,BGD
28.2,1992,AugAverage,Bangladesh,BGD
27.9,1992,SepAverage,Bangladesh,BGD
26.7,1992,OctAverage,Bangladesh,BGD
23.2,1992,NovAverage,Bangladesh,BGD
18.4,1992,DecAverage,Bangladesh,BGD
18.3,1993,JanAverage,Bangladesh,BGD
21.2,1993,FebAverage,Bangladesh,BGD
23.7,1993,MarAverage,Bangladesh,BGD
26.7,1993,AprAverage,Bangladesh,BGD
27.3,1993,MayAverage,Bangladesh,BGD
27.8,1993,JunAverage,Bangladesh,BGD
28.1,1993,JulAverage,Bangladesh,BGD
27.9,1993,AugAverage,Bangladesh,BGD
27.6,1993,SepAverage,Bangladesh,BGD
26.9,1993,OctAverage,Bangladesh,BGD
23.4,1993,NovAverage,Bangladesh,BGD
20.2,1993,DecAverage,Bangladesh,BGD
18.9,1994,JanAverage,Bangladesh,BGD
19.9,1994,FebAverage,Bangladesh,BGD
25.2,1994,MarAverage,Bangladesh,BGD
27.4,1994,AprAverage,Bangladesh,BGD
28.8,1994,MayAverage,Bangladesh,BGD
28.2,1994,JunAverage,Bangladesh,BGD
28.6,1994,JulAverage,Bangladesh,BGD
28.5,1994,AugAverage,Bangladesh,BGD
28.5,1994,SepAverage,Bangladesh,BGD
26.9,1994,OctAverage,Bangladesh,BGD
23.4,1994,NovAverage,Bangladesh,BGD
19.2,1994,DecAverage,Bangladesh,BGD
17.9,1995,JanAverage,Bangladesh,BGD
21.0,1995,FebAverage,Bangladesh,BGD
25.5,1995,MarAverage,Bangladesh,BGD
28.7,1995,AprAverage,Bangladesh,BGD
29.5,1995,MayAverage,Bangladesh,BGD
29.0,1995,JunAverage,Bangladesh,BGD
28.2,1995,JulAverage,Bangladesh,BGD
28.4,1995,AugAverage,Bangladesh,BGD
28.1,1995,SepAverage,Bangladesh,BGD
27.5,1995,OctAverage,Bangladesh,BGD
23.9,1995,NovAverage,Bangladesh,BGD
19.3,1995,DecAverage,Bangladesh,BGD
18.7,1996,JanAverage,Bangladesh,BGD
20.7,1996,FebAverage,Bangladesh,BGD
26.3,1996,MarAverage,Bangladesh,BGD
28.1,1996,AprAverage,Bangladesh,BGD
28.7,1996,MayAverage,Bangladesh,BGD
28.2,1996,JunAverage,Bangladesh,BGD
28.3,1996,JulAverage,Bangladesh,BGD
28.0,1996,AugAverage,Bangladesh,BGD
28.5,1996,SepAverage,Bangladesh,BGD
27.0,1996,OctAverage,Bangladesh,BGD
23.8,1996,NovAverage,Bangladesh,BGD
19.7,1996,DecAverage,Bangladesh,BGD
18.1,1997,JanAverage,Bangladesh,BGD
19.9,1997,FebAverage,Bangladesh,BGD
25.5,1997,MarAverage,Bangladesh,BGD
26.0,1997,AprAverage,Bangladesh,BGD
28.4,1997,MayAverage,Bangladesh,BGD
28.4,1997,JunAverage,Bangladesh,BGD
28.3,1997,JulAverage,Bangladesh,BGD
28.5,1997,AugAverage,Bangladesh,BGD
27.8,1997,SepAverage,Bangladesh,BGD
26.5,1997,OctAverage,Bangladesh,BGD
24.1,1997,NovAverage,Bangladesh,BGD
19.0,1997,DecAverage,Bangladesh,BGD
17.9,1998,JanAverage,Bangladesh,BGD
21.5,1998,FebAverage,Bangladesh,BGD
24.0,1998,MarAverage,Bangladesh,BGD
27.7,1998,AprAverage,Bangladesh,BGD
29.0,1998,MayAverage,Bangladesh,BGD
29.4,1998,JunAverage,Bangladesh,BGD
28.3,1998,JulAverage,Bangladesh,BGD
28.4,1998,AugAverage,Bangladesh,BGD
28.9,1998,SepAverage,Bangladesh,BGD
29.0,1998,OctAverage,Bangladesh,BGD
25.2,1998,NovAverage,Bangladesh,BGD
20.2,1998,DecAverage,Bangladesh,BGD
19.1,1999,JanAverage,Bangladesh,BGD
23.0,1999,FebAverage,Bangladesh,BGD
26.5,1999,MarAverage,Bangladesh,BGD
29.7,1999,AprAverage,Bangladesh,BGD
28.1,1999,MayAverage,Bangladesh,BGD
28.7,1999,JunAverage,Bangladesh,BGD
28.1,1999,JulAverage,Bangladesh,BGD
28.1,1999,AugAverage,Bangladesh,BGD
28.0,1999,SepAverage,Bangladesh,BGD
27.5,1999,OctAverage,Bangladesh,BGD
24.0,1999,NovAverage,Bangladesh,BGD
20.6,1999,DecAverage,Bangladesh,BGD
18.1,2000,JanAverage,Bangladesh,BGD
20.1,2000,FebAverage,Bangladesh,BGD
24.4,2000,MarAverage,Bangladesh,BGD
27.5,2000,AprAverage,Bangladesh,BGD
27.8,2000,MayAverage,Bangladesh,BGD
28.3,2000,JunAverage,Bangladesh,BGD
28.4,2000,JulAverage,Bangladesh,BGD
28.3,2000,AugAverage,Bangladesh,BGD
27.7,2000,SepAverage,Bangladesh,BGD
27.3,2000,OctAverage,Bangladesh,BGD
23.9,2000,NovAverage,Bangladesh,BGD
19.6,2000,DecAverage,Bangladesh,BGD
19.7,2001,JanAverage,Bangladesh,BGD
22.4,2001,FebAverage,Bangladesh,BGD
25.4,2001,MarAverage,Bangladesh,BGD
28.3,2001,AprAverage,Bangladesh,BGD
28.2,2001,MayAverage,Bangladesh,BGD
28.1,2001,JunAverage,Bangladesh,BGD
28.3,2001,JulAverage,Bangladesh,BGD
28.6,2001,AugAverage,Bangladesh,BGD
28.8,2001,SepAverage,Bangladesh,BGD
27.7,2001,OctAverage,Bangladesh,BGD
24.5,2001,NovAverage,Bangladesh,BGD
20.2,2001,DecAverage,Bangladesh,BGD
18.8,2002,JanAverage,Bangladesh,BGD
22.0,2002,FebAverage,Bangladesh,BGD
25.9,2002,MarAverage,Bangladesh,BGD
27.8,2002,AprAverage,Bangladesh,BGD
28.0,2002,MayAverage,Bangladesh,BGD
28.5,2002,JunAverage,Bangladesh,BGD
28.2,2002,JulAverage,Bangladesh,BGD
28.1,2002,AugAverage,Bangladesh,BGD
28.2,2002,SepAverage,Bangladesh,BGD
27.0,2002,OctAverage,Bangladesh,BGD
24.3,2002,NovAverage,Bangladesh,BGD
20.4,2002,DecAverage,Bangladesh,BGD
18.3,2003,JanAverage,Bangladesh,BGD
21.1,2003,FebAverage,Bangladesh,BGD
24.6,2003,MarAverage,Bangladesh,BGD
28.2,2003,AprAverage,Bangladesh,BGD
28.2,2003,MayAverage,Bangladesh,BGD
28.4,2003,JunAverage,Bangladesh,BGD
28.4,2003,JulAverage,Bangladesh,BGD
29.1,2003,AugAverage,Bangladesh,BGD
28.9,2003,SepAverage,Bangladesh,BGD
28.1,2003,OctAverage,Bangladesh,BGD
24.3,2003,NovAverage,Bangladesh,BGD
19.4,2003,DecAverage,Bangladesh,BGD
18.4,2004,JanAverage,Bangladesh,BGD
21.2,2004,FebAverage,Bangladesh,BGD
27.1,2004,MarAverage,Bangladesh,BGD
27.7,2004,AprAverage,Bangladesh,BGD
29.2,2004,MayAverage,Bangladesh,BGD
28.5,2004,JunAverage,Bangladesh,BGD
27.7,2004,JulAverage,Bangladesh,BGD
28.7,2004,AugAverage,Bangladesh,BGD
28.6,2004,SepAverage,Bangladesh,BGD
26.5,2004,OctAverage,Bangladesh,BGD
23.3,2004,NovAverage,Bangladesh,BGD
20.7,2004,DecAverage,Bangladesh,BGD
19.1,2005,JanAverage,Bangladesh,BGD
22.2,2005,FebAverage,Bangladesh,BGD
26.2,2005,MarAverage,Bangladesh,BGD
28.2,2005,AprAverage,Bangladesh,BGD
28.2,2005,MayAverage,Bangladesh,BGD
29.2,2005,JunAverage,Bangladesh,BGD
28.4,2005,JulAverage,Bangladesh,BGD
28.9,2005,AugAverage,Bangladesh,BGD
28.7,2005,SepAverage,Bangladesh,BGD
27.2,2005,OctAverage,Bangladesh,BGD
23.7,2005,NovAverage,Bangladesh,BGD
20.3,2005,DecAverage,Bangladesh,BGD
20.0,2006,JanAverage,Bangladesh,BGD
23.7,2006,FebAverage,Bangladesh,BGD
26.4,2006,MarAverage,Bangladesh,BGD
27.8,2006,AprAverage,Bangladesh,BGD
28.6,2006,MayAverage,Bangladesh,BGD
28.6,2006,JunAverage,Bangladesh,BGD
28.8,2006,JulAverage,Bangladesh,BGD
28.8,2006,AugAverage,Bangladesh,BGD
28.7,2006,SepAverage,Bangladesh,BGD
27.5,2006,OctAverage,Bangladesh,BGD
24.2,2006,NovAverage,Bangladesh,BGD
21.0,2006,DecAverage,Bangladesh,BGD
19.5,2007,JanAverage,Bangladesh,BGD
20.7,2007,FebAverage,Bangladesh,BGD
25.5,2007,MarAverage,Bangladesh,BGD
28.3,2007,AprAverage,Bangladesh,BGD
29.0,2007,MayAverage,Bangladesh,BGD
28.6,2007,JunAverage,Bangladesh,BGD
28.3,2007,JulAverage,Bangladesh,BGD
29.1,2007,AugAverage,Bangladesh,BGD
28.5,2007,SepAverage,Bangladesh,BGD
28.4,2007,OctAverage,Bangladesh,BGD
24.3,2007,NovAverage,Bangladesh,BGD
20.5,2007,DecAverage,Bangladesh,BGD
19.4,2008,JanAverage,Bangladesh,BGD
20.1,2008,FebAverage,Bangladesh,BGD
25.9,2008,MarAverage,Bangladesh,BGD
28.7,2008,AprAverage,Bangladesh,BGD
28.7,2008,MayAverage,Bangladesh,BGD
27.9,2008,JunAverage,Bangladesh,BGD
28.2,2008,JulAverage,Bangladesh,BGD
28.3,2008,AugAverage,Bangladesh,BGD
28.7,2008,SepAverage,Bangladesh,BGD
27.1,2008,OctAverage,Bangladesh,BGD
23.9,2008,NovAverage,Bangladesh,BGD
21.2,2008,DecAverage,Bangladesh,BGD
20.6,2009,JanAverage,Bangladesh,BGD
22.9,2009,FebAverage,Bangladesh,BGD
26.1,2009,MarAverage,Bangladesh,BGD
29.4,2009,AprAverage,Bangladesh,BGD
28.7,2009,MayAverage,Bangladesh,BGD
29.3,2009,JunAverage,Bangladesh,BGD
29.1,2009,JulAverage,Bangladesh,BGD
28.8,2009,AugAverage,Bangladesh,BGD
29.2,2009,SepAverage,Bangladesh,BGD
28.0,2009,OctAverage,Bangladesh,BGD
24.7,2009,NovAverage,Bangladesh,BGD
20.4,2009,DecAverage,Bangladesh,BGD
18.9,2010,JanAverage,Bangladesh,BGD
